Alabama,Autauga,25.865277777777777
Alabama,Baldwin,37.60680592991914
Alabama,Barbour,45.714814814814815
Alabama,Bibb,36.83223684210527
Alabama,Blount,39.82506887052342
Alabama,Bullock,27.75
Alabama,Butler,48.13861386138614
Alabama,Calhoun,37.1744109947644
Alabama,Chambers,34.07172131147541
Alabama,Cherokee,87.32
Alabama,Chilton,42.39312977099237
Alabama,Choctaw,629.45
Alabama,Clarke,35.575301204819276
Alabama,Clay,48.658088235294116
Alabama,Cleburne,53.25
Alabama,Coffee,33.5525641025641
Alabama,Colbert,38.46866295264624
Alabama,Conecuh,59.15196078431372
Alabama,Coosa,42.31349206349206
Alabama,Covington,49.267287234042556
Alabama,Crenshaw,27.325396825396826
Alabama,Cullman,35.859589041095894
Alabama,Dale,40.97666666666667
Alabama,Dallas,59.22929936305732
Alabama,DeKalb,46.07796391752577
Alabama,Elmore,23.282396788990827
Alabama,Escambia,38.00103734439834
Alabama,Etowah,33.075032341526516
Alabama,Fayette,43.822580645161295
Alabama,Franklin,39.598484848484844
Alabama,Geneva,39.32784431137725
Alabama,Greene,34.36864406779661
Alabama,Hale,26.162499999999998
Alabama,Henry,27.396496815286625
Alabama,Houston,34.556788511749346
Alabama,Jackson,27.996746203904557
Alabama,Jefferson,30.803227315247895
Alabama,Lamar,47.27739726027397
Alabama,Lauderdale,38.06609195402299
Alabama,Lawrence,40.54679802955665
Alabama,Lee,44.858778625954194
Alabama,Limestone,40.40645424836601
Alabama,Lowndes,33.30821917808219
Alabama,Macon,67.41791044776119
Alabama,Madison,37.440662650602405
Alabama,Marengo,50.70698924731183
Alabama,Marion,36.408088235294116
Alabama,Marshall,41.56958762886598
Alabama,Mobile,51.9108040201005
Alabama,Monroe,31.995370370370367
Alabama,Montgomery,38.12895622895623
Alabama,Morgan,34.35103329506315
Alabama,Perry,39.135964912280706
Alabama,Pickens,39.54365079365079
Alabama,Pike,43.1171875
Alabama,Randolph,73.77272727272727
Alabama,Russell,67.71144859813084
Alabama,Shelby,35.80625
Alabama,St. Clair,39.190893169877405
Alabama,Sumter,54.50438596491228
Alabama,Talladega,42.09368421052631
Alabama,Tallapoosa,63.871835443037966
Alabama,Tuscaloosa,37.41154395997141
Alabama,Walker,40.20316455696202
Alabama,Washington,44.85164835164835
Alabama,Wilcox,48.023148148148145
Alabama,Winston,35.80151515151515
Alaska,Aleutians East Borough,inf
Alaska,Aleutians West Census Area,50.30357142857142
Alaska,Bethel Census Area,8.311934900542495
Alaska,Bristol Bay Borough,inf
Alaska,Denali Borough,inf
Alaska,Dillingham Census Area,175.57142857142858
Alaska,Fairbanks North Star Borough,79.125
Alaska,Haines Borough,632.5
Alaska,Juneau City and Borough,242.22727272727275
Alaska,Kenai Peninsula Borough,168.70114942528735
Alaska,Ketchikan Gateway Borough,217.20312500000003
Alaska,Kodiak Island Borough,72.21111111111111
Alaska,Kusilvak Census Area,9.897619047619047
Alaska,Lake and Peninsula Borough,inf
Alaska,Matanuska-Susitna Borough,65.56719128329297
Alaska,Nome Census Area,277.8888888888889
Alaska,North Slope Borough,51.208333333333336
Alaska,Northwest Arctic Borough,127.01666666666665
Alaska,Petersburg Borough,116.64285714285714
Alaska,Prince of Wales-Hyder Census Area,-1550.7500000000002
Alaska,Sitka City and Borough,1061.625
Alaska,Skagway Municipality,-295.75
Alaska,Southeast Fairbanks Census Area,287.20833333333337
Alaska,Valdez-Cordova Census Area,69.71212121212122
Alaska,Wrangell City and Borough,625.5
Alaska,Yukon-Koyukuk Census Area,118.86363636363637
Arizona,Apache,26.90381736526946
Arizona,Cochise,35.4111361079865
Arizona,Coconino,32.787020109689216
Arizona,Gila,31.552570093457945
Arizona,Graham,24.03279702970297
Arizona,Greenlee,57.91463414634146
Arizona,La Paz,15.56637168141593
Arizona,Maricopa,25.37572980312288
Arizona,Mohave,23.607142857142858
Arizona,Navajo,31.088565022421527
Arizona,Pima,30.572133348902383
Arizona,Pinal,29.88048811983471
Arizona,Santa Cruz,21.40791896869245
Arizona,Yavapai,37.246356147021544
Arizona,Yuma,22.977966466036115
Arkansas,Arkansas,34.972
Arkansas,Ashley,45.50231481481481
Arkansas,Baxter,41.10980392156863
Arkansas,Benton,29.08930804501876
Arkansas,Boone,41.4070796460177
Arkansas,Bradley,21.355158730158728
Arkansas,Calhoun,41.846774193548384
Arkansas,Carroll,43.262195121951216
Arkansas,Chicot,45.169642857142854
Arkansas,Clark,37.4496644295302
Arkansas,Clay,39.54076086956522
Arkansas,Cleburne,27.08586956521739
Arkansas,Cleveland,35.51785714285714
Arkansas,Columbia,44.0921052631579
Arkansas,Conway,20.199612403100776
Arkansas,Craighead,36.826435246996
Arkansas,Crawford,28.96382783882784
Arkansas,Crittenden,40.639830508474574
Arkansas,Cross,22.30842391304348
Arkansas,Dallas,36.505208333333336
Arkansas,Desha,40.575
Arkansas,Drew,35.03653846153846
Arkansas,Faulkner,28.79501828153565
Arkansas,Franklin,39.898648648648646
Arkansas,Fulton,30.883663366336634
Arkansas,Garland,32.39439374185137
Arkansas,Grant,37.428278688524586
Arkansas,Greene,34.233383685800604
Arkansas,Hempstead,52.774509803921575
Arkansas,Hot Spring,36.39116379310345
Arkansas,Howard,42.31410256410256
Arkansas,Independence,32.60775862068965
Arkansas,Izard,24.337500000000002
Arkansas,Jackson,54.99671052631579
Arkansas,Jefferson,44.07915567282322
Arkansas,Johnson,26.262845849802375
Arkansas,Lafayette,57.103448275862064
Arkansas,Lawrence,33.07661290322581
Arkansas,Lee,29.523333333333333
Arkansas,Lincoln,53.37704918032787
Arkansas,Little River,46.435606060606055
Arkansas,Logan,29.980446927374302
Arkansas,Lonoke,31.76299826689775
Arkansas,Madison,39.46666666666666
Arkansas,Marion,52.16875
Arkansas,Miller,60.41480446927374
Arkansas,Mississippi,40.48904382470119
Arkansas,Monroe,23.59507042253521
Arkansas,Montgomery,47.797872340425535
Arkansas,Nevada,71.13793103448276
Arkansas,Newton,60.57031250000001
Arkansas,Ouachita,35.643292682926834
Arkansas,Perry,26.40151515151515
Arkansas,Phillips,54.21341463414634
Arkansas,Pike,34.798701298701296
